utterance,request,importance
can u ask an agent how to close my onlien account?,1,0
can you help me file a complaint against your business?,9,2
I do not know how I could cancel the last order I made,27,1
"i wanna know how I can request an invoice, please",2,0
could you help me getting refunds?,11,2
tell me if I can register more than one profile with the same email,8,2
how do I edit my personal information?,19,2
is it possible to use a new profile,6,2
"I purchased something, help me modify my order",0,2
"you're not helping, what do I have to do to talk to a human?",14,1
"could you tell me if I can own several online accounts, please?",8,2
"I don't want my user account, what should I do to delete it?",1,1
"the concert was postponed, get a reimbursement",11,1
ask an agent if I could delete my account,1,2
I do not know how to cancel an order I have made,27,1
"please, could you ask an agent to leave a comment for a service?",23,2
"I forgot my fucking account password, what should I do?",12,1
"the event was postponed, what do I have to do to get a refund?",11,1
"i want to request some bills, tell me how I can do it",2,0
"I can't find my invoice, what should I do to check it?",17,1
could u ask an agent where i can notify payment issues?,5,0
help me cancel the subscription to the newsletter,18,2
"I have a problem paying, what can I do to report it?",5,1
I want help changing an order I made,0,2
i wanna know if I can change my order,0,0
can u ask an agent where i can check my invoice?,17,0
"i have a problem when trying to make a payment with card, inform of it, please",5,0
retrieve account access key,12,2
"someone stole my account password, can i retrieve it?",12,0
"I bought something, I need help modifying my order",0,1
"the event was postponed, could i request a fucking refund?",11,0
I want assistance checking the status of my refund,22,1
"I want to know the status of my reimbursement, track it",22,1
"could u ask an agent how i can contact customer service, please?",10,0
how to reset my account PIN code?,12,2
"I have a question, what should I do to speak with Customer Support?",10,1
I'm unhappy with ur work assistance filing a bloody claim,9,2
"I have a question, what can I do to send an email to Customer Service?",10,1
"i lost my account password, can u recover it?",12,0
"I have a question, help me talk to Client Service",10,2
could you tell me more about a shipping address change?,24,2
"i have an issue paying, how do i report it?",5,0
"I don't understand you, can I speak with a person?",14,1
can you ask an agent if i can modify my order?,0,0
help me see the cancellation penalties,20,2
want assistance to open a user account for my daughter,8,2
how do I cancel my profile?,1,2
"I'm happy with the service, help me file a comment",23,1
I lost my invoices and I want to check them,17,1
I need help informing of payment problems,5,2
where can I check what payment methods you accept?,21,2
"i have no account, register",8,0
I need help checking when my delivery is going to arrive,7,1
I want to know about a forgotten password,12,2
can u ask an agent if i can make a payment with card?,21,0
"I need a user account, what do I have to do to open one?",8,1
can you tell me how I can get some invoices?,2,1
"i changed my mind, i need help canceling my online account",1,0
i wanna see the emailaddress to contact client service,10,0
I don't know how to check when will my item arrive,7,1
"im not happy with the service, can u make a consumer complaint?",9,0
show me the mail to contactt Client Service,10,2
"I need information, how do I send an email to Customer Service?",10,2
assistance getting my money back,11,2
"the fucking show was cancelled and i wanna get a refund, please",11,0
i want to know how I can request some bills,2,0
"I get an error message when I attempt to make a payment with card, can you help me?",5,1
I have got to check your money back policy,16,1
"I want to inform of a payment problem, can you help me ?",5,1
"I got an error when I attempted to pay, but I was charged anyway, what do I have to do to notify it?",5,1
I do not know how I could contact an agent,14,1
I don't know what to do to check the cancellation fees,20,1
"I have an issue making a payment with card, how can I inform of it?",5,1
how to report a payment issue,5,2
"I don't have a user account, I need help opening one",8,1
"the event was cancelled, what can i do to request a reimbursement?",11,0
wanna check the cancellationcharge,20,2
ask an agent if i can edit my shipping address,24,0
I do not know what I need to do to contact an agent,14,1
can I submit some feedback for your services?,23,2
"I don't understand you, help me talk to a human agent",14,1
is it possible to edit the information on my account?,19,2
I need help leaving a review for a service,23,2
"i purchased a product, what do I have to do to modify my order?",0,0
I want help to list the allowed payment options,21,2
I don't know how I could delete an account,1,1
"I can't understand you, speak with a human",14,1
"I have a problem when trying to pay for my online order, can you report it?",5,1
"ask an agent if I could reset my account password, please",12,2
need assistance reporting a sign-up error,25,2
tell me what the email of Client Service is,10,2
"I can't find my bills, can I check them?",17,1
I don't understand you,14,1
"could you ask an agent if I can inform of a payment problem, please?",5,2
"I lost my password, what should I do to retrieve it?",12,1
I'm having problems creating an account,25,1
how to request some invoices,2,2
can u ask an agent how i fan check their payment methods?,21,0
i wanna update my profile,19,0
